"",If youre going out in the backcountry during the COVID-19 pandemic,2020-03-19 11:00:00,rescue groups are asking that you choose lower-risk terrain and activities,Backcountry users advised to reduce risk and report on conditions during pandemic,while Avalanche Canada is asking that you make a point of sharing information on snow and weather conditions.
Cbc News,Dr. Janice Fitzgerald said the two new cases are both people who returned from international travel.,2020-03-21 13:41:00,Premier Dwight Ball,COVID-19 reaches 6 cases in N.L. as 2 new presumptive positive cases announced,left
Shane Magee Is A Moncton-Based Reporter For Cbc.,Monctons fire chief,2020-03-18 17:00:00,in charge of the citys emergency response to the coronavirus pandemic,Moncton fire chief overseeing pandemic response goes into self-isolation,has gone into self-isolation after learning he was among 70 people aboard a WestJet flight with a Prince Edward Island woman who tested positive.
"",If youre going out in the backcountry during the COVID-19 pandemic,2020-03-19 11:00:00,rescue groups are asking that you choose lower-risk terrain and activities,Backcountry users advised to reduce risk and report on conditions during pandemic,while Avalanche Canada is asking that you make a point of sharing information on snow and weather conditions.
Reporter Editor,Follow,Jennifer.Lagrassa Cbc.Ca,Jennlagrassa On Twitter,Jennifer La Grassa Is A Reporter Editor For Cbc Hamilton. Email,Heres how organizations across Hamilton are preparing for the potential arrival of COVID-19
Cbc News,2020-03-21 23:18:00,enforce social distancing,Doctors at some of Metro Vancouvers busiest hospitals are pleading with B.C.s provincial health officer to lockdown entire communities in order to contain COVID-19.,B.C. doctors urge province to close all non-essential businesses,Doctors at some of Metro Vancouvers busiest hospitals are pleading with B.C.s provincial health officer to lockdown entire communities in order to contain COVID-19. Dr. Gerald Da Roza
Cbc News,A day after the World Health Organization officially declared the global COVID-19 outbreak a pandemic,2020-03-12 14:30:00,Ontario has announced new measures to prepare for the spread of the virus in this province. Heres what you need to know Thursday.,Ontario now has 60 confirmed cases of COVID-19. Heres what you need to know,A day after the World Health Organization officially declared the global COVID-19 outbreak a pandemic
Senior Writer,Breaking News Extensively In Canada,Politics,In Addition To Several Years Reporting On News,Adam Miller Is Senior Digital Writer With Cbc News. HeS Covered Health,Current Affairs Throughout Asia.
Cbc News,While it closed its doors to the public on Monday,2020-03-22 14:39:00,the Centre Culturel Franco-Manitobain has teamed up with St. Boniface Street Links to provide a roof for those most in need during the pandemic.,Emergency shelter opens Monday in St. Boniface to provide refuge during COVID-19 pandemic,An emergency shelter in St. Boniface will offer a safe haven for individuals and families without a home during the COVID-19 pandemic. While it closed its doors to the public last Monday
"",2020-03-10 21:29:00,public health to share stats publicly,Public health officials say 22 people in Hamilton have tested negative for COVID-19 and another 24 are still under investigation. To date,24 people in Hamilton under investigation for COVID-19,there has not been a confirmed case in the city.
Anjuli Patil Is A Reporter,2020-03-07 17:53:00,IIHF cancels world womens hockey championship,The two-week tournament was set to open March 31 with games to be played in Halifax and Truro,Occasional Video Journalist With Cbc Nova ScotiaS Digital Team.,N.S.
Nick Murray Is A Cbc Reporter,says City of Iqaluit,Dont travel here unless absolutely necessary,2020-03-15 20:03:00,Based In Iqaluit Since He Got His Start With Cbc In Fredericton After Graduating St. Thomas UniversityS Journalism Program. HeS Also Worked Two Olympic Games As A Senior Writer With Cbc Sports. You Can Follow Nick On Twitter At,The City of Iqaluit is asking the public not to travel to the city unless absolutely necessary.
Cbc News,2020-03-20 16:15:00,hospital suspends non-urgent surgeries,Yukon health officials said Friday there are still no confirmed cases of COVID-19 in Yukon,Yukon COVID-19 update: Test results coming faster,but announced new measures to prepare and respond to the pandemic.
"",More than a million Canadian citizens and permanent residents returned home last week as governments around the world ramped up their warnings about the threat of COVID-19.,2020-03-23 13:43:00,More than a million Canadian citizens and permanent residents returned home last week as governments around the world ramped up their warnings about the threat of COVID-19. A spokesperson for the Canada Border Services Agency said 959,More than a million Canadian citizens and permanent residents returned home last week,600 Canadians and 43
"",Local public health officials say the risk of the spread of the novel coronavirus in London and surrounding areas remains very low,2020-03-05 00:21:00,with no new cases to report.,London public health officials say risk of COVID-19 remains low in the area,Local public health officials say the risk of the spread of the novel coronavirus in London and surrounding areas remains very low
Cbc News,Liberals suspending leadership contest,Follow Terry Roberts On Twitter,order candidates to stop campaigning,Terry Roberts Is A Journalist With CbcS Bureau In St. JohnS.,2020-03-23 13:34:00
"",The governing Liberals and the opposition parties have agreed to skip non-essential house business to ensure government departments are funded,2020-03-17 13:30:00,in case the Legislative Assembly has to suspend its spring sitting.,Yukon MLAs pare down agenda to pass key budget bills faster,Yukons political parties will skip part of their daily routine in the Legislative Assembly in order to ensure government departments receive funding. Thats the result of a deal between the three parties which will mean departments get operating funds
Cbc News,Albertas chief medical officer of health has announced a second presumptive case of COVID-19 in the province,2020-03-06 22:43:00,this time in the Edmonton health zone.,Presumptive case of COVID-19 reported in Edmonton,Albertas chief medical officer of health has announced a second presumptive case of COVID-19 in the province
"",As universities and colleges close their campuses and ask students to leave residences in response to the COVID-19 outbreak,2020-03-24 21:56:00,international students in Canada are finding themselves increasingly isolated,International students feeling isolated and financially strapped as they wait out pandemic,lonely and worried about their future.
